crop,face,tablet,script,side,line_no,n_lines,atf_line,atf_aligned,y_center,x0,y0,x1,y1,pitch_px,skew_deg,face_w,face_h,photo_crop_x0,photo_crop_y0,n_boxes
samples/cdli/P357640/lines/P357640_obverse__L16.jpg,P357640_obverse,P357640,,obverse,16,18,16,True,668.0,11,647,609,687,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L17.jpg,P357640_obverse,P357640,,obverse,17,18,17,True,707.0,11,687,609,726,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L18.jpg,P357640_obverse,P357640,,obverse,18,18,18,True,745.0,11,726,609,764,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_reverse__L01.jpg,P357640_reverse,P357640,,reverse,1,16,1,True,41.0,8,18,612,65,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L02.jpg,P357640_reverse,P357640,,reverse,2,16,2,True,89.0,8,65,612,112,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L03.jpg,P357640_reverse,P357640,,reverse,3,16,3,True,136.0,8,112,612,159,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L04.jpg,P357640_reverse,P357640,,reverse,4,16,4,True,183.0,8,159,612,205,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L05.jpg,P357640_reverse,P357640,,reverse,5,16,5,True,228.0,8,205,612,250,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L06.jpg,P357640_reverse,P357640,,reverse,6,16,6,True,273.0,8,250,612,296,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L07.jpg,P357640_reverse,P357640,,reverse,7,16,7,True,319.0,8,296,612,343,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L08.jpg,P357640_reverse,P357640,,reverse,8,16,8,True,367.0,8,343,612,391,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L09.jpg,P357640_reverse,P357640,,reverse,9,16,9,True,415.0,8,391,612,437,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L10.jpg,P357640_reverse,P357640,,reverse,10,16,10,True,459.0,8,437,612,482,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L11.jpg,P357640_reverse,P357640,,reverse,11,16,11,True,505.0,8,482,612,529,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L12.jpg,P357640_reverse,P357640,,reverse,12,16,12,True,554.0,8,529,612,576,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L13.jpg,P357640_reverse,P357640,,reverse,13,16,13,True,599.0,8,576,612,622,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L14.jpg,P357640_reverse,P357640,,reverse,14,16,14,True,646.0,8,622,612,668,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L15.jpg,P357640_reverse,P357640,,reverse,15,16,15,True,691.0,8,668,612,713,46.0,-7.0,621,770,,,
samples/cdli/P357640/lines/P357640_reverse__L16.jpg,P357640_reverse,P357640,,reverse,16,16,16,True,736.0,8,713,612,759,46.0,-7.0,621,770,,,
samples/cdli/P357697/lines/P357697_left__L01.jpg,P357697_left,P357697,,left,1,3,1,True,14.0,17,5,508,22,17.0,-5.0,527,71,,,
samples/cdli/P357697/lines/P357697_left__L02.jpg,P357697_left,P357697,,left,2,3,2,True,31.0,17,22,508,39,17.0,-5.0,527,71,,,
samples/cdli/P357697/lines/P357697_left__L03.jpg,P357697_left,P357697,,left,3,3,3,True,48.0,17,39,508,56,17.0,-5.0,527,71,,,
samples/cdli/P357697/lines/P357697_obverse__L01.jpg,P357697_obverse,P357697,,obverse,1,2,1,True,270.0,0,117,622,422,305.0,-5.5,622,588,,,
samples/cdli/P357697/lines/P357697_obverse__L02.jpg,P357697_obverse,P357697,,obverse,2,2,2,True,575.0,0,422,622,588,305.0,-5.5,622,588,,,
samples/cdli/P357697/lines/P357697_reverse__L01.jpg,P357697_reverse,P357697,,reverse,1,12,1,True,41.0,6,17,597,65,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L02.jpg,P357697_reverse,P357697,,reverse,2,12,2,True,89.0,6,65,597,112,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L03.jpg,P357697_reverse,P357697,,reverse,3,12,3',True,136.0,6,112,597,160,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L04.jpg,P357697_reverse,P357697,,reverse,4,12,4',True,185.0,6,160,597,210,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L05.jpg,P357697_reverse,P357697,,reverse,5,12,5',True,235.0,6,210,597,258,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L06.jpg,P357697_reverse,P357697,,reverse,6,12,6',True,281.0,6,258,597,304,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L07.jpg,P357697_reverse,P357697,,reverse,7,12,7',True,327.0,6,304,597,353,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L08.jpg,P357697_reverse,P357697,,reverse,8,12,8',True,379.0,6,353,597,404,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L09.jpg,P357697_reverse,P357697,,reverse,9,12,9',True,430.0,6,404,597,453,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L10.jpg,P357697_reverse,P357697,,reverse,10,12,10',True,476.0,6,453,597,498,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L11.jpg,P357697_reverse,P357697,,reverse,11,12,11',True,521.0,6,498,597,542,47.0,-6.0,605,576,,,
samples/cdli/P357697/lines/P357697_reverse__L12.jpg,P357697_reverse,P357697,,reverse,12,12,12',True,563.0,6,542,597,576,47.0,-6.0,605,576,,,
samples/cdli/P358703/lines/P358703_left__L01.jpg,P358703_left,P358703,,left,1,3,1,True,44.0,0,15,536,73,58.0,3.5,536,171,,,
samples/cdli/P358703/lines/P358703_left__L02.jpg,P358703_left,P358703,,left,2,3,2,True,102.0,0,73,536,131,58.0,3.5,536,171,,,
samples/cdli/P358703/lines/P358703_left__L03.jpg,P358703_left,P358703,,left,3,3,3,True,160.0,0,131,536,171,58.0,3.5,536,171,,,
samples/cdli/P358703/lines/P358703_obverse__L01.jpg,P358703_obverse,P358703,,obverse,1,11,1,True,50.0,15,36,567,64,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L02.jpg,P358703_obverse,P358703,,obverse,2,11,2,True,78.0,15,64,567,92,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L03.jpg,P358703_obverse,P358703,,obverse,3,11,3,True,106.0,15,92,567,120,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L04.jpg,P358703_obverse,P358703,,obverse,4,11,4,True,134.0,15,120,567,148,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L05.jpg,P358703_obverse,P358703,,obverse,5,11,5,True,162.0,15,148,567,176,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L06.jpg,P358703_obverse,P358703,,obverse,6,11,6,True,190.0,15,176,567,204,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L07.jpg,P358703_obverse,P358703,,obverse,7,11,7,True,219.0,15,204,567,233,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L08.jpg,P358703_obverse,P358703,,obverse,8,11,8,True,248.0,15,233,567,262,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L09.jpg,P358703_obverse,P358703,,obverse,9,11,9,True,277.0,15,262,567,291,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L10.jpg,P358703_obverse,P358703,,obverse,10,11,10,True,306.0,15,291,567,320,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_obverse__L11.jpg,P358703_obverse,P358703,,obverse,11,11,11,True,334.0,15,320,567,348,28.0,-13.0,583,545,,,
samples/cdli/P358703/lines/P358703_reverse__L01.jpg,P358703_reverse,P358703,,reverse,1,14,1',True,45.0,10,27,560,62,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L02.jpg,P358703_reverse,P358703,,reverse,2,14,2',True,80.0,10,62,560,99,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L03.jpg,P358703_reverse,P358703,,reverse,3,14,3',True,118.0,10,99,560,136,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L04.jpg,P358703_reverse,P358703,,reverse,4,14,4',True,155.0,10,136,560,173,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L05.jpg,P358703_reverse,P358703,,reverse,5,14,5',True,191.0,10,173,560,209,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L06.jpg,P358703_reverse,P358703,,reverse,6,14,6',True,227.0,10,209,560,244,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L07.jpg,P358703_reverse,P358703,,reverse,7,14,7',True,262.0,10,244,560,279,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L08.jpg,P358703_reverse,P358703,,reverse,8,14,8',True,296.0,10,279,560,313,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L09.jpg,P358703_reverse,P358703,,reverse,9,14,9',True,330.0,10,313,560,347,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L10.jpg,P358703_reverse,P358703,,reverse,10,14,10',True,365.0,10,347,560,382,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L11.jpg,P358703_reverse,P358703,,reverse,11,14,11',True,400.0,10,382,560,417,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L12.jpg,P358703_reverse,P358703,,reverse,12,14,12',True,435.0,10,417,560,452,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L13.jpg,P358703_reverse,P358703,,reverse,13,14,13',True,470.0,10,452,560,488,35.0,13.5,572,555,,,
samples/cdli/P358703/lines/P358703_reverse__L14.jpg,P358703_reverse,P358703,,reverse,14,14,14',True,506.0,10,488,560,523,35.0,13.5,572,555,,,
samples/cdli/P359121/lines/P359121_obverse__L01.jpg,P359121_obverse,P359121,,obverse,1,7,1,True,48.0,0,0,1270,118,152.5,-6.0,1270,1062,,,
samples/cdli/P359121/lines/P359121_obverse__L02.jpg,P359121_obverse,P359121,,obverse,2,7,2,True,189.0,0,118,1270,265,152.5,-6.0,1270,1062,,,
samples/cdli/P359121/lines/P359121_obverse__L03.jpg,P359121_obverse,P359121,,obverse,3,7,3,True,342.0,0,265,1270,418,152.5,-6.0,1270,1062,,,
samples/cdli/P359121/lines/P359121_obverse__L04.jpg,P359121_obverse,P359121,,obverse,4,7,4,True,494.0,0,418,1270,572,152.5,-6.0,1270,1062,,,
samples/cdli/P359121/lines/P359121_obverse__L05.jpg,P359121_obverse,P359121,,obverse,5,7,5,True,650.0,0,572,1270,729,152.5,-6.0,1270,1062,,,
samples/cdli/P359121/lines/P359121_obverse__L06.jpg,P359121_obverse,P359121,,obverse,6,7,6,True,809.0,0,729,1270,884,152.5,-6.0,1270,1062,,,
samples/cdli/P359121/lines/P359121_obverse__L07.jpg,P359121_obverse,P359121,,obverse,7,7,7,True,959.0,0,884,1270,1035,152.5,-6.0,1270,1062,,,
samples/cdli/P359121/lines/P359121_reverse__L01.jpg,P359121_reverse,P359121,,reverse,1,3,1,True,82.0,0,0,1273,183,196.5,-1.0,1273,1056,,,
samples/cdli/P359121/lines/P359121_reverse__L02.jpg,P359121_reverse,P359121,,reverse,2,3,2,True,285.0,0,183,1273,380,196.5,-1.0,1273,1056,,,
samples/cdli/P359121/lines/P359121_reverse__L03.jpg,P359121_reverse,P359121,,reverse,3,3,3,True,475.0,0,380,1273,573,196.5,-1.0,1273,1056,,,
samples/cdli/P359171/lines/P359171_obverse__L01.jpg,P359171_obverse,P359171,,obverse,1,7,1,True,94.0,0,31,1131,156,124.5,-1.5,1131,1079,,,
samples/cdli/P359171/lines/P359171_obverse__L02.jpg,P359171_obverse,P359171,,obverse,2,7,2,True,218.0,0,156,1131,282,124.5,-1.5,1131,1079,,,
samples/cdli/P359171/lines/P359171_obverse__L03.jpg,P359171_obverse,P359171,,obverse,3,7,3,True,346.0,0,282,1131,408,124.5,-1.5,1131,1079,,,
samples/cdli/P359171/lines/P359171_obverse__L04.jpg,P359171_obverse,P359171,,obverse,4,7,4,True,471.0,0,408,1131,533,124.5,-1.5,1131,1079,,,
samples/cdli/P359171/lines/P359171_obverse__L05.jpg,P359171_obverse,P359171,,obverse,5,7,5,True,595.0,0,533,1131,657,124.5,-1.5,1131,1079,,,
samples/cdli/P359171/lines/P359171_obverse__L06.jpg,P359171_obverse,P359171,,obverse,6,7,6,True,719.0,0,657,1131,782,124.5,-1.5,1131,1079,,,
samples/cdli/P359171/lines/P359171_obverse__L07.jpg,P359171_obverse,P359171,,obverse,7,7,7,True,846.0,0,782,1131,908,124.5,-1.5,1131,1079,,,
samples/cdli/P359171/lines/P359171_reverse__L01.jpg,P359171_reverse,P359171,,reverse,1,5,1,True,40.0,0,0,1132,98,116.5,0.0,1132,1076,,,
samples/cdli/P359171/lines/P359171_reverse__L02.jpg,P359171_reverse,P359171,,reverse,2,5,2,True,156.0,0,98,1132,213,116.5,0.0,1132,1076,,,
samples/cdli/P359171/lines/P359171_reverse__L03.jpg,P359171_reverse,P359171,,reverse,3,5,3,True,271.0,0,213,1132,329,116.5,0.0,1132,1076,,,
samples/cdli/P359171/lines/P359171_reverse__L04.jpg,P359171_reverse,P359171,,reverse,4,5,4,True,388.0,0,329,1132,447,116.5,0.0,1132,1076,,,
samples/cdli/P359171/lines/P359171_reverse__L05.jpg,P359171_reverse,P359171,,reverse,5,5,5,True,507.0,0,447,1132,565,116.5,0.0,1132,1076,,,
samples/cdli/P359175/lines/P359175_obverse__L01.jpg,P359175_obverse,P359175,,obverse,1,13,1,True,129.0,20,87,1220,170,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L02.jpg,P359175_obverse,P359175,,obverse,2,13,2,True,212.0,20,170,1220,253,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L03.jpg,P359175_obverse,P359175,,obverse,3,13,3,True,294.0,20,253,1220,336,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L04.jpg,P359175_obverse,P359175,,obverse,4,13,4,True,378.0,20,336,1220,420,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L05.jpg,P359175_obverse,P359175,,obverse,5,13,5,True,463.0,20,420,1220,508,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L06.jpg,P359175_obverse,P359175,,obverse,6,13,6,True,553.0,20,508,1220,596,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L07.jpg,P359175_obverse,P359175,,obverse,7,13,7,True,640.0,20,596,1220,684,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L08.jpg,P359175_obverse,P359175,,obverse,8,13,8,True,728.0,20,684,1220,768,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L09.jpg,P359175_obverse,P359175,,obverse,9,13,9,True,809.0,20,768,1220,848,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L10.jpg,P359175_obverse,P359175,,obverse,10,13,10,True,888.0,20,848,1220,930,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L11.jpg,P359175_obverse,P359175,,obverse,11,13,11,True,972.0,20,930,1220,1014,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L12.jpg,P359175_obverse,P359175,,obverse,12,13,12,True,1056.0,20,1014,1220,1099,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_obverse__L13.jpg,P359175_obverse,P359175,,obverse,13,13,13,True,1143.0,20,1099,1220,1185,84.0,-5.0,1241,1201,,,
samples/cdli/P359175/lines/P359175_reverse__L01.jpg,P359175_reverse,P359175,,reverse,1,3,1,True,95.0,0,0,1246,240,290.0,-8.5,1246,1210,,,
samples/cdli/P359175/lines/P359175_reverse__L02.jpg,P359175_reverse,P359175,,reverse,2,3,2,True,385.0,0,240,1246,530,290.0,-8.5,1246,1210,,,
samples/cdli/P359175/lines/P359175_reverse__L03.jpg,P359175_reverse,P359175,,reverse,3,3,3',True,675.0,0,530,1246,820,290.0,-8.5,1246,1210,,,
samples/cdli/P359232/lines/P359232_obverse__L01.jpg,P359232_obverse,P359232,,obverse,1,5,1,True,179.0,0,101,1373,254,154.5,0.0,1373,1043,,,
samples/cdli/P359232/lines/P359232_obverse__L02.jpg,P359232_obverse,P359232,,obverse,2,5,2,True,329.0,0,254,1373,405,154.5,0.0,1373,1043,,,
samples/cdli/P359232/lines/P359232_obverse__L03.jpg,P359232_obverse,P359232,,obverse,3,5,3,True,482.0,0,405,1373,560,154.5,0.0,1373,1043,,,
samples/cdli/P359232/lines/P359232_obverse__L04.jpg,P359232_obverse,P359232,,obverse,4,5,4,True,639.0,0,560,1373,717,154.5,0.0,1373,1043,,,
samples/cdli/P359232/lines/P359232_obverse__L05.jpg,P359232_obverse,P359232,,obverse,5,5,5,True,795.0,0,717,1373,872,154.5,0.0,1373,1043,,,
samples/cdli/P359232/lines/P359232_reverse__L01.jpg,P359232_reverse,P359232,,reverse,1,4,1,True,196.0,0,90,1374,305,212.0,0.5,1374,1033,,,
samples/cdli/P359232/lines/P359232_reverse__L02.jpg,P359232_reverse,P359232,,reverse,2,4,2,True,414.0,0,305,1374,519,212.0,0.5,1374,1033,,,
samples/cdli/P359232/lines/P359232_reverse__L03.jpg,P359232_reverse,P359232,,reverse,3,4,3,True,625.0,0,519,1374,731,212.0,0.5,1374,1033,,,
samples/cdli/P359232/lines/P359232_reverse__L04.jpg,P359232_reverse,P359232,,reverse,4,4,4,True,837.0,0,731,1374,943,212.0,0.5,1374,1033,,,
samples/cdli/P359266/lines/P359266_left__L01.jpg,P359266_left,P359266,,left,1,3,1,True,31.0,0,0,605,70,78.5,8.0,605,208,,,
samples/cdli/P359266/lines/P359266_left__L02.jpg,P359266_left,P359266,,left,2,3,2,True,110.0,0,70,605,149,78.5,8.0,605,208,,,
samples/cdli/P359266/lines/P359266_left__L03.jpg,P359266_left,P359266,,left,3,3,3,True,188.0,0,149,605,208,78.5,8.0,605,208,,,
samples/cdli/P359266/lines/P359266_obverse__L01.jpg,P359266_obverse,P359266,,obverse,1,7,1,True,95.0,0,23,1360,166,143.5,-3.0,1360,1034,,,
samples/cdli/P359266/lines/P359266_obverse__L02.jpg,P359266_obverse,P359266,,obverse,2,7,2,True,238.0,0,166,1360,309,143.5,-3.0,1360,1034,,,
samples/cdli/P359266/lines/P359266_obverse__L03.jpg,P359266_obverse,P359266,,obverse,3,7,3,True,380.0,0,309,1360,455,143.5,-3.0,1360,1034,,,
samples/cdli/P359266/lines/P359266_obverse__L04.jpg,P359266_obverse,P359266,,obverse,4,7,4,True,531.0,0,455,1360,600,143.5,-3.0,1360,1034,,,
samples/cdli/P359266/lines/P359266_obverse__L05.jpg,P359266_obverse,P359266,,obverse,5,7,5,True,670.0,0,600,1360,743,143.5,-3.0,1360,1034,,,
samples/cdli/P359266/lines/P359266_obverse__L06.jpg,P359266_obverse,P359266,,obverse,6,7,6,True,817.0,0,743,1360,889,143.5,-3.0,1360,1034,,,
samples/cdli/P359266/lines/P359266_obverse__L07.jpg,P359266_obverse,P359266,,obverse,7,7,7,True,961.0,0,889,1360,1032,143.5,-3.0,1360,1034,,,
samples/cdli/P359266/lines/P359266_reverse__L01.jpg,P359266_reverse,P359266,,reverse,1,9,1',True,70.0,0,41,316,99,56.5,13.5,316,814,,,
samples/cdli/P359266/lines/P359266_reverse__L02.jpg,P359266_reverse,P359266,,reverse,2,9,2',True,128.0,0,99,316,156,56.5,13.5,316,814,,,
samples/cdli/P359266/lines/P359266_reverse__L03.jpg,P359266_reverse,P359266,,reverse,3,9,3',True,185.0,0,156,316,213,56.5,13.5,316,814,,,
samples/cdli/P359266/lines/P359266_reverse__L04.jpg,P359266_reverse,P359266,,reverse,4,9,4',True,242.0,0,213,316,269,56.5,13.5,316,814,,,
samples/cdli/P359266/lines/P359266_reverse__L05.jpg,P359266_reverse,P359266,,reverse,5,9,5',True,296.0,0,269,316,322,56.5,13.5,316,814,,,
samples/cdli/P359266/lines/P359266_reverse__L06.jpg,P359266_reverse,P359266,,reverse,6,9,6',True,349.0,0,322,316,377,56.5,13.5,316,814,,,
samples/cdli/P359266/lines/P359266_reverse__L07.jpg,P359266_reverse,P359266,,reverse,7,9,7',True,405.0,0,377,316,433,56.5,13.5,316,814,,,
samples/cdli/P359266/lines/P359266_reverse__L08.jpg,P359266_reverse,P359266,,reverse,8,9,8',True,462.0,0,433,316,489,56.5,13.5,316,814,,,
samples/cdli/P359266/lines/P359266_reverse__L09.jpg,P359266_reverse,P359266,,reverse,9,9,9',True,517.0,0,489,316,545,56.5,13.5,316,814,,,
samples/cdli/P359272/lines/P359272_left__L01.jpg,P359272_left,P359272,,left,1,2,1,True,23.0,0,0,1184,118,190.0,-3.5,1184,342,,,
samples/cdli/P359272/lines/P359272_left__L02.jpg,P359272_left,P359272,,left,2,2,2,True,213.0,0,118,1184,308,190.0,-3.5,1184,342,,,
samples/cdli/P359272/lines/P359272_obverse__L01.jpg,P359272_obverse,P359272,,obverse,1,20,1,True,166.0,20,142,875,190,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L02.jpg,P359272_obverse,P359272,,obverse,2,20,2,True,214.0,20,190,875,239,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L03.jpg,P359272_obverse,P359272,,obverse,3,20,3,True,265.0,20,239,875,289,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L04.jpg,P359272_obverse,P359272,,obverse,4,20,4,True,313.0,20,289,875,337,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L05.jpg,P359272_obverse,P359272,,obverse,5,20,5,True,362.0,20,337,875,385,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L06.jpg,P359272_obverse,P359272,,obverse,6,20,6,True,408.0,20,385,875,431,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L07.jpg,P359272_obverse,P359272,,obverse,7,20,7,True,455.0,20,431,875,478,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L08.jpg,P359272_obverse,P359272,,obverse,8,20,8,True,502.0,20,478,875,524,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L09.jpg,P359272_obverse,P359272,,obverse,9,20,9,True,546.0,20,524,875,568,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L10.jpg,P359272_obverse,P359272,,obverse,10,20,10,True,590.0,20,568,875,614,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L11.jpg,P359272_obverse,P359272,,obverse,11,20,11,True,638.0,20,614,875,661,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L12.jpg,P359272_obverse,P359272,,obverse,12,20,12,True,684.0,20,661,875,706,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L13.jpg,P359272_obverse,P359272,,obverse,13,20,13,True,729.0,20,706,875,752,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L14.jpg,P359272_obverse,P359272,,obverse,14,20,14,True,776.0,20,752,875,800,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L15.jpg,P359272_obverse,P359272,,obverse,15,20,15,True,824.0,20,800,875,847,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L16.jpg,P359272_obverse,P359272,,obverse,16,20,16,True,871.0,20,847,875,894,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L17.jpg,P359272_obverse,P359272,,obverse,17,20,17,True,918.0,20,894,875,942,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L18.jpg,P359272_obverse,P359272,,obverse,18,20,18,True,966.0,20,942,875,990,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L19.jpg,P359272_obverse,P359272,,obverse,19,20,19,True,1014.0,20,990,875,1038,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_obverse__L20.jpg,P359272_obverse,P359272,,obverse,20,20,20,True,1062.0,20,1038,875,1085,47.0,-3.0,897,1201,,,
samples/cdli/P359272/lines/P359272_reverse__L01.jpg,P359272_reverse,P359272,,reverse,1,13,1,True,55.0,10,21,883,87,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L02.jpg,P359272_reverse,P359272,,reverse,2,13,2,True,119.0,10,87,883,151,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L03.jpg,P359272_reverse,P359272,,reverse,3,13,3,True,183.0,10,151,883,216,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L04.jpg,P359272_reverse,P359272,,reverse,4,13,4,True,250.0,10,216,883,284,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L05.jpg,P359272_reverse,P359272,,reverse,5,13,5,True,318.0,10,284,883,352,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L06.jpg,P359272_reverse,P359272,,reverse,6,13,6,True,387.0,10,352,883,420,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L07.jpg,P359272_reverse,P359272,,reverse,7,13,7,True,454.0,10,420,883,486,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L08.jpg,P359272_reverse,P359272,,reverse,8,13,8,True,519.0,10,486,883,552,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L09.jpg,P359272_reverse,P359272,,reverse,9,13,9,True,585.0,10,552,883,617,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L10.jpg,P359272_reverse,P359272,,reverse,10,13,10,True,650.0,10,617,883,684,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L11.jpg,P359272_reverse,P359272,,reverse,11,13,11,True,719.0,10,684,883,753,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L12.jpg,P359272_reverse,P359272,,reverse,12,13,12,True,787.0,10,753,883,821,67.0,-7.5,895,1192,,,
samples/cdli/P359272/lines/P359272_reverse__L13.jpg,P359272_reverse,P359272,,reverse,13,13,13,True,855.0,10,821,883,888,67.0,-7.5,895,1192,,,
samples/cdli/P359288/lines/P359288_left__L01.jpg,P359288_left,P359288,,left,1,1,1,True,238.0,0,100,1140,369,275.1,-4.5,1140,369,,,
samples/cdli/P359288/lines/P359288_obverse__L01.jpg,P359288_obverse,P359288,,obverse,1,13,1,True,34.0,0,0,926,78,92.0,-5.5,927,1181,,,
samples/cdli/P359288/lines/P359288_obverse__L02.jpg,P359288_obverse,P359288,,obverse,2,13,2,True,122.0,0,78,926,168,92.0,-5.5,927,1181,,,
