crop,face,tablet,script,side,line_no,n_lines,atf_line,atf_aligned,y_center,x0,y0,x1,y1,pitch_px,skew_deg,face_w,face_h,photo_crop_x0,photo_crop_y0,n_boxes
samples/ebl/K.2712/lines/K.2712__reverse__L05.jpg,K.2712__reverse,K.2712,NA,reverse,5,27,5',True,715.5,460,666,835,758,78.2,-6.23,2534,2882,1427,4691,2
samples/ebl/K.2712/lines/K.2712__reverse__L06.jpg,K.2712__reverse,K.2712,NA,reverse,6,27,6',True,802.3,96,758,836,838,78.2,-6.23,2534,2882,1427,4691,3
samples/ebl/K.2712/lines/K.2712__reverse__L07.jpg,K.2712__reverse,K.2712,NA,reverse,7,27,7',True,874.8,202,838,1342,915,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L08.jpg,K.2712__reverse,K.2712,NA,reverse,8,27,8',True,956.2,843,915,2169,984,78.2,-6.23,2534,2882,1427,4691,7
samples/ebl/K.2712/lines/K.2712__reverse__L09.jpg,K.2712__reverse,K.2712,NA,reverse,9,27,9',True,1012.1,350,984,2427,1058,78.2,-6.23,2534,2882,1427,4691,8
samples/ebl/K.2712/lines/K.2712__reverse__L10.jpg,K.2712__reverse,K.2712,NA,reverse,10,27,10',True,1105.1,67,1058,2459,1138,78.2,-6.23,2534,2882,1427,4691,3
samples/ebl/K.2712/lines/K.2712__reverse__L11.jpg,K.2712__reverse,K.2712,NA,reverse,11,27,11',True,1171.7,642,1138,2441,1206,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L12.jpg,K.2712__reverse,K.2712,NA,reverse,12,27,12',True,1240.7,42,1206,2470,1269,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L13.jpg,K.2712__reverse,K.2712,NA,reverse,13,27,13',True,1298.2,602,1269,2196,1330,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L14.jpg,K.2712__reverse,K.2712,NA,reverse,14,27,14',True,1363.6,222,1330,1350,1396,78.2,-6.23,2534,2882,1427,4691,3
samples/ebl/K.2712/lines/K.2712__reverse__L15.jpg,K.2712__reverse,K.2712,NA,reverse,15,27,15',True,1430.1,621,1396,1923,1477,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L16.jpg,K.2712__reverse,K.2712,NA,reverse,16,27,16',True,1523.9,3,1477,1513,1549,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L17.jpg,K.2712__reverse,K.2712,NA,reverse,17,27,17',True,1574.8,0,1549,988,1607,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L18.jpg,K.2712__reverse,K.2712,NA,reverse,18,27,18',True,1639.3,250,1607,2422,1669,78.2,-6.23,2534,2882,1427,4691,8
samples/ebl/K.2712/lines/K.2712__reverse__L19.jpg,K.2712__reverse,K.2712,NA,reverse,19,27,19',True,1699.6,0,1669,1145,1738,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L20.jpg,K.2712__reverse,K.2712,NA,reverse,20,27,20',True,1776.4,270,1738,1864,1826,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L21.jpg,K.2712__reverse,K.2712,NA,reverse,21,27,21',True,1875.8,1967,1826,2143,1905,78.2,-6.23,2534,2882,1427,4691,1
samples/ebl/K.2712/lines/K.2712__reverse__L22.jpg,K.2712__reverse,K.2712,NA,reverse,22,27,22',True,1934.5,201,1905,378,1972,78.2,-6.23,2534,2882,1427,4691,1
samples/ebl/K.2712/lines/K.2712__reverse__L23.jpg,K.2712__reverse,K.2712,NA,reverse,23,27,23',True,2041.4,342,1972,1561,2081,78.2,-6.23,2534,2882,1427,4691,6
samples/ebl/K.2712/lines/K.2712__reverse__L24.jpg,K.2712__reverse,K.2712,NA,reverse,24,27,24',True,2120.9,103,2081,625,2149,78.2,-6.23,2534,2882,1427,4691,3
samples/ebl/K.2712/lines/K.2712__reverse__L25.jpg,K.2712__reverse,K.2712,NA,reverse,25,27,25',True,2178.5,0,2149,2353,2224,78.2,-6.23,2534,2882,1427,4691,4
samples/ebl/K.2712/lines/K.2712__reverse__L26.jpg,K.2712__reverse,K.2712,NA,reverse,26,27,26',True,2271.0,449,2224,752,2390,78.2,-6.23,2534,2882,1427,4691,2
samples/ebl/K.2712/lines/K.2712__reverse__L27.jpg,K.2712__reverse,K.2712,NA,reverse,27,27,27',True,2490.1,1438,2390,1615,2529,78.2,-6.23,2534,2882,1427,4691,1
samples/ebl/K.3118/lines/K.3118__obverse__L01.jpg,K.3118__obverse,K.3118,NA,obverse,1,26,1',True,206.3,217,99,867,270,151.2,-2.16,1824,5484,663,81,2
samples/ebl/K.3118/lines/K.3118__obverse__L02.jpg,K.3118__obverse,K.3118,NA,obverse,2,26,2',True,334.2,670,270,1055,409,151.2,-2.16,1824,5484,663,81,2
samples/ebl/K.3118/lines/K.3118__obverse__L03.jpg,K.3118__obverse,K.3118,NA,obverse,3,26,3',True,485.4,507,409,1211,549,151.2,-2.16,1824,5484,663,81,4
samples/ebl/K.3118/lines/K.3118__obverse__L04.jpg,K.3118__obverse,K.3118,NA,obverse,4,26,4',True,613.3,483,549,1037,701,151.2,-2.16,1824,5484,663,81,4
samples/ebl/K.3118/lines/K.3118__obverse__L05.jpg,K.3118__obverse,K.3118,NA,obverse,5,26,5',True,789.1,146,701,1466,877,151.2,-2.16,1824,5484,663,81,7
samples/ebl/K.3118/lines/K.3118__obverse__L06.jpg,K.3118__obverse,K.3118,NA,obverse,6,26,6',True,966.3,267,877,1660,1083,151.2,-2.16,1824,5484,663,81,6
samples/ebl/K.3118/lines/K.3118__obverse__L07.jpg,K.3118__obverse,K.3118,NA,obverse,7,26,7',True,1199.8,305,1083,1824,1284,151.2,-2.16,1824,5484,663,81,12
samples/ebl/K.3118/lines/K.3118__obverse__L08.jpg,K.3118__obverse,K.3118,NA,obverse,8,26,8',True,1369.5,233,1284,1824,1413,151.2,-2.16,1824,5484,663,81,4
samples/ebl/K.3118/lines/K.3118__obverse__L09.jpg,K.3118__obverse,K.3118,NA,obverse,9,26,9',True,1457.6,380,1413,1552,1513,151.2,-2.16,1824,5484,663,81,2
samples/ebl/K.3118/lines/K.3118__obverse__L10.jpg,K.3118__obverse,K.3118,NA,obverse,10,26,10',True,1568.8,107,1513,1824,1669,151.2,-2.16,1824,5484,663,81,7
samples/ebl/K.3118/lines/K.3118__obverse__L11.jpg,K.3118__obverse,K.3118,NA,obverse,11,26,11',True,1769.4,403,1669,1824,1865,151.2,-2.16,1824,5484,663,81,9
samples/ebl/K.3118/lines/K.3118__obverse__L12.jpg,K.3118__obverse,K.3118,NA,obverse,12,26,12',True,1961.9,13,1865,1824,2041,151.2,-2.16,1824,5484,663,81,9
samples/ebl/K.3118/lines/K.3118__obverse__L13.jpg,K.3118__obverse,K.3118,NA,obverse,13,26,13',True,2121.7,654,2041,912,2174,151.2,-2.16,1824,5484,663,81,1
samples/ebl/K.3118/lines/K.3118__obverse__L14.jpg,K.3118__obverse,K.3118,NA,obverse,14,26,14',True,2226.6,465,2174,839,2272,151.2,-2.16,1824,5484,663,81,2
samples/ebl/K.3118/lines/K.3118__obverse__L15.jpg,K.3118__obverse,K.3118,NA,obverse,15,26,15',True,2318.9,1598,2272,1824,2776,151.2,-2.16,1824,5484,663,81,1
samples/ebl/K.3118/lines/K.3118__obverse__L16.jpg,K.3118__obverse,K.3118,NA,obverse,16,26,16',True,3226.9,725,2776,1410,3311,151.2,-2.16,1824,5484,663,81,2
samples/ebl/K.3118/lines/K.3118__obverse__L17.jpg,K.3118__obverse,K.3118,NA,obverse,17,26,17',True,3386.6,645,3311,1378,3468,151.2,-2.16,1824,5484,663,81,2
samples/ebl/K.3118/lines/K.3118__obverse__L18.jpg,K.3118__obverse,K.3118,NA,obverse,18,26,18',True,3559.5,236,3468,1066,3631,151.2,-2.16,1824,5484,663,81,4
samples/ebl/K.3118/lines/K.3118__obverse__L19.jpg,K.3118__obverse,K.3118,NA,obverse,19,26,19',True,3703.2,122,3631,1717,3830,151.2,-2.16,1824,5484,663,81,3
samples/ebl/K.3118/lines/K.3118__obverse__L20.jpg,K.3118__obverse,K.3118,NA,obverse,20,26,20',True,3952.0,512,3830,1726,4023,151.2,-2.16,1824,5484,663,81,3
samples/ebl/K.3118/lines/K.3118__obverse__L21.jpg,K.3118__obverse,K.3118,NA,obverse,21,26,21',True,4095.6,421,4023,1242,4157,151.2,-2.16,1824,5484,663,81,3
samples/ebl/K.3118/lines/K.3118__obverse__L22.jpg,K.3118__obverse,K.3118,NA,obverse,22,26,22',True,4218.7,870,4157,1129,4281,151.2,-2.16,1824,5484,663,81,1
samples/ebl/K.3118/lines/K.3118__obverse__L23.jpg,K.3118__obverse,K.3118,NA,obverse,23,26,23',True,4344.3,524,4281,1520,4415,151.2,-2.16,1824,5484,663,81,4
samples/ebl/K.3118/lines/K.3118__obverse__L24.jpg,K.3118__obverse,K.3118,NA,obverse,24,26,24',True,4486.3,77,4415,905,4551,151.2,-2.16,1824,5484,663,81,2
samples/ebl/K.3118/lines/K.3118__obverse__L25.jpg,K.3118__obverse,K.3118,NA,obverse,25,26,25',True,4616.2,38,4551,1017,4727,151.2,-2.16,1824,5484,663,81,3
samples/ebl/K.3118/lines/K.3118__obverse__L26.jpg,K.3118__obverse,K.3118,NA,obverse,26,26,26',True,4843.4,955,4727,1214,4920,151.2,-2.16,1824,5484,663,81,1
samples/ebl/K.3118/lines/K.3118__reverse__L01.jpg,K.3118__reverse,K.3118,NA,reverse,1,22,1,True,337.9,199,230,1115,473,186.8,-2.15,1914,5574,618,36,4
samples/ebl/K.3118/lines/K.3118__reverse__L02.jpg,K.3118__reverse,K.3118,NA,reverse,2,22,2,True,600.6,655,473,1267,705,186.8,-2.15,1914,5574,618,36,2
samples/ebl/K.3118/lines/K.3118__reverse__L03.jpg,K.3118__reverse,K.3118,NA,reverse,3,22,3,True,810.0,175,705,1528,896,186.8,-2.15,1914,5574,618,36,9
samples/ebl/K.3118/lines/K.3118__reverse__L04.jpg,K.3118__reverse,K.3118,NA,reverse,4,22,4,True,982.4,363,896,1719,1091,186.8,-2.15,1914,5574,618,36,2
samples/ebl/K.3118/lines/K.3118__reverse__L05.jpg,K.3118__reverse,K.3118,NA,reverse,5,22,5,True,1199.7,151,1091,1914,1336,186.8,-2.15,1914,5574,618,36,16
samples/ebl/K.3118/lines/K.3118__reverse__L06.jpg,K.3118__reverse,K.3118,NA,reverse,6,22,6,True,1491.8,68,1336,1879,1583,186.8,-2.15,1914,5574,618,36,7
samples/ebl/K.3118/lines/K.3118__reverse__L07.jpg,K.3118__reverse,K.3118,NA,reverse,7,22,7,True,1675.2,807,1583,1336,1745,186.8,-2.15,1914,5574,618,36,3
samples/ebl/K.3118/lines/K.3118__reverse__L08.jpg,K.3118__reverse,K.3118,NA,reverse,8,22,8,True,1816.3,105,1745,1910,1922,186.8,-2.15,1914,5574,618,36,8
samples/ebl/K.3118/lines/K.3118__reverse__L09.jpg,K.3118__reverse,K.3118,NA,reverse,9,22,9,True,2028.1,145,1922,1895,2130,186.8,-2.15,1914,5574,618,36,9
samples/ebl/K.3118/lines/K.3118__reverse__L10.jpg,K.3118__reverse,K.3118,NA,reverse,10,22,10,True,2231.2,606,2130,1068,2297,186.8,-2.15,1914,5574,618,36,3
samples/ebl/K.3118/lines/K.3118__reverse__L11.jpg,K.3118__reverse,K.3118,NA,reverse,11,22,11,True,2363.0,1621,2297,1914,2830,186.8,-2.15,1914,5574,618,36,1
samples/ebl/K.3118/lines/K.3118__reverse__L12.jpg,K.3118__reverse,K.3118,NA,reverse,12,22,12,True,3293.4,244,2830,1469,3362,186.8,-2.15,1914,5574,618,36,3
samples/ebl/K.3118/lines/K.3118__reverse__L13.jpg,K.3118__reverse,K.3118,NA,reverse,13,22,13,True,3430.6,402,3362,1632,3516,186.8,-2.15,1914,5574,618,36,2
samples/ebl/K.3118/lines/K.3118__reverse__L14.jpg,K.3118__reverse,K.3118,NA,reverse,14,22,14,True,3607.5,557,3516,1130,3674,186.8,-2.15,1914,5574,618,36,3
samples/ebl/K.3118/lines/K.3118__reverse__L15.jpg,K.3118__reverse,K.3118,NA,reverse,15,22,15,True,3742.1,148,3674,1761,3878,186.8,-2.15,1914,5574,618,36,5
samples/ebl/K.3118/lines/K.3118__reverse__L16.jpg,K.3118__reverse,K.3118,NA,reverse,16,22,16,True,4007.8,540,3878,1403,4101,186.8,-2.15,1914,5574,618,36,2
samples/ebl/K.3118/lines/K.3118__reverse__L17.jpg,K.3118__reverse,K.3118,NA,reverse,17,22,17,True,4194.6,336,4101,1608,4320,186.8,-2.15,1914,5574,618,36,9
samples/ebl/K.3118/lines/K.3118__reverse__L18.jpg,K.3118__reverse,K.3118,NA,reverse,18,22,18,True,4386.9,552,4320,1578,4456,186.8,-2.15,1914,5574,618,36,4
samples/ebl/K.3118/lines/K.3118__reverse__L19.jpg,K.3118__reverse,K.3118,NA,reverse,19,22,19,True,4522.3,102,4456,1142,4592,186.8,-2.15,1914,5574,618,36,2
samples/ebl/K.3118/lines/K.3118__reverse__L20.jpg,K.3118__reverse,K.3118,NA,reverse,20,22,20,True,4659.5,0,4592,1537,4762,186.8,-2.15,1914,5574,618,36,4
samples/ebl/K.3118/lines/K.3118__reverse__L21.jpg,K.3118__reverse,K.3118,NA,reverse,21,22,21,True,4886.3,984,4762,1277,4956,186.8,-2.15,1914,5574,618,36,1
samples/ebl/K.3118/lines/K.3118__reverse__L22.jpg,K.3118__reverse,K.3118,NA,reverse,22,22,22,True,5027.2,884,4956,1177,5122,186.8,-2.15,1914,5574,618,36,1
samples/ebl/K.3810/lines/K.3810__obverse__L01.jpg,K.3810__obverse,K.3810,NA,obverse,1,9,1,True,157.9,32,79,1422,201,81.2,-1.35,1514,830,563,83,13
samples/ebl/K.3810/lines/K.3810__obverse__L02.jpg,K.3810__obverse,K.3810,NA,obverse,2,9,2,True,245.9,17,201,1438,287,81.2,-1.35,1514,830,563,83,9
samples/ebl/K.3810/lines/K.3810__obverse__L03.jpg,K.3810__obverse,K.3810,NA,obverse,3,9,3,True,328.3,5,287,1425,369,81.2,-1.35,1514,830,563,83,12
samples/ebl/K.3810/lines/K.3810__obverse__L04.jpg,K.3810__obverse,K.3810,NA,obverse,4,9,4,True,410.9,16,369,1436,450,81.2,-1.35,1514,830,563,83,10
samples/ebl/K.3810/lines/K.3810__obverse__L05.jpg,K.3810__obverse,K.3810,NA,obverse,5,9,5,True,490.9,301,450,1324,528,81.2,-1.35,1514,830,563,83,5
samples/ebl/K.3810/lines/K.3810__obverse__L06.jpg,K.3810__obverse,K.3810,NA,obverse,6,9,6,True,565.7,530,528,1059,604,81.2,-1.35,1514,830,563,83,6
samples/ebl/K.3810/lines/K.3810__obverse__L07.jpg,K.3810__obverse,K.3810,NA,obverse,7,9,7,True,643.9,590,604,1366,689,81.2,-1.35,1514,830,563,83,5
samples/ebl/K.3810/lines/K.3810__obverse__L08.jpg,K.3810__obverse,K.3810,NA,obverse,8,9,8,True,734.5,770,689,1064,766,81.2,-1.35,1514,830,563,83,2
samples/ebl/K.3810/lines/K.3810__obverse__L09.jpg,K.3810__obverse,K.3810,NA,obverse,9,9,9,True,797.6,728,766,992,830,81.2,-1.35,1514,830,563,83,3
samples/ebl/K.3810/lines/K.3810__reverse__L01.jpg,K.3810__reverse,K.3810,NA,reverse,1,3,1',True,300.4,18,204,1065,440,255.8,-1.15,1600,1042,514,1534,9
samples/ebl/K.3810/lines/K.3810__reverse__L02.jpg,K.3810__reverse,K.3810,NA,reverse,2,3,2',True,571.1,0,440,1256,691,255.8,-1.15,1600,1042,514,1534,9
samples/ebl/K.3810/lines/K.3810__reverse__L03.jpg,K.3810__reverse,K.3810,NA,reverse,3,3,3',True,812.0,0,691,1600,899,255.8,-1.15,1600,1042,514,1534,10
samples/ebl/K.4003/lines/K.4003__obverse__L01.jpg,K.4003__obverse,K.4003,NA,obverse,1,27,1,True,123.0,206,70,424,193,102.6,-6.24,2228,3248,968,128,1
samples/ebl/K.4003/lines/K.4003__obverse__L02.jpg,K.4003__obverse,K.4003,NA,obverse,2,27,2,True,264.2,193,193,1420,342,102.6,-6.24,2228,3248,968,128,5
samples/ebl/K.4003/lines/K.4003__obverse__L03.jpg,K.4003__obverse,K.4003,NA,obverse,3,27,3,True,394.4,975,342,1193,434,102.6,-6.24,2228,3248,968,128,1
samples/ebl/K.4003/lines/K.4003__obverse__L04.jpg,K.4003__obverse,K.4003,NA,obverse,4,27,4,True,474.0,793,434,1011,521,102.6,-6.24,2228,3248,968,128,1
samples/ebl/K.4003/lines/K.4003__obverse__L05.jpg,K.4003__obverse,K.4003,NA,obverse,5,27,5,True,594.7,465,521,1312,639,102.6,-6.24,2228,3248,968,128,5
samples/ebl/K.4003/lines/K.4003__obverse__L06.jpg,K.4003__obverse,K.4003,NA,obverse,6,27,6,True,684.6,718,639,2137,719,102.6,-6.24,2228,3248,968,128,3
samples/ebl/K.4003/lines/K.4003__obverse__L07.jpg,K.4003__obverse,K.4003,NA,obverse,7,27,7,True,753.6,223,719,1877,821,102.6,-6.24,2228,3248,968,128,4
samples/ebl/K.4003/lines/K.4003__obverse__L08.jpg,K.4003__obverse,K.4003,NA,obverse,8,27,8,True,889.7,274,821,2066,956,102.6,-6.24,2228,3248,968,128,7
samples/ebl/K.4003/lines/K.4003__obverse__L09.jpg,K.4003__obverse,K.4003,NA,obverse,9,27,9,True,1022.8,454,956,1723,1047,102.6,-6.24,2228,3248,968,128,9
samples/ebl/K.4003/lines/K.4003__obverse__L10.jpg,K.4003__obverse,K.4003,NA,obverse,10,27,10,True,1071.2,1080,1047,2228,1109,102.6,-6.24,2228,3248,968,128,4
samples/ebl/K.4003/lines/K.4003__obverse__L11.jpg,K.4003__obverse,K.4003,NA,obverse,11,27,11,True,1148.3,181,1109,2005,1207,102.6,-6.24,2228,3248,968,128,5
samples/ebl/K.4003/lines/K.4003__obverse__L12.jpg,K.4003__obverse,K.4003,NA,obverse,12,27,12,True,1266.8,178,1207,1475,1322,102.6,-6.24,2228,3248,968,128,3
samples/ebl/K.4003/lines/K.4003__obverse__L13.jpg,K.4003__obverse,K.4003,NA,obverse,13,27,13,True,1377.2,392,1322,1477,1424,102.6,-6.24,2228,3248,968,128,4
samples/ebl/K.4003/lines/K.4003__obverse__L14.jpg,K.4003__obverse,K.4003,NA,obverse,14,27,14,True,1472.0,1250,1424,1554,1540,102.6,-6.24,2228,3248,968,128,2
samples/ebl/K.4003/lines/K.4003__obverse__L15.jpg,K.4003__obverse,K.4003,NA,obverse,15,27,15,True,1623.1,393,1540,963,1699,102.6,-6.24,2228,3248,968,128,3
samples/ebl/K.4003/lines/K.4003__obverse__L16.jpg,K.4003__obverse,K.4003,NA,obverse,16,27,16,True,1776.8,0,1699,1187,1805,102.6,-6.24,2228,3248,968,128,4
samples/ebl/K.4003/lines/K.4003__obverse__L17.jpg,K.4003__obverse,K.4003,NA,obverse,17,27,17,True,1834.8,0,1805,1298,1892,102.6,-6.24,2228,3248,968,128,4
samples/ebl/K.4003/lines/K.4003__obverse__L18.jpg,K.4003__obverse,K.4003,NA,obverse,18,27,18,True,1950.1,158,1892,1203,1992,102.6,-6.24,2228,3248,968,128,8
samples/ebl/K.4003/lines/K.4003__obverse__L19.jpg,K.4003__obverse,K.4003,NA,obverse,19,27,19,True,2034.6,0,1992,1395,2078,102.6,-6.24,2228,3248,968,128,4
samples/ebl/K.4003/lines/K.4003__obverse__L20.jpg,K.4003__obverse,K.4003,NA,obverse,20,27,21,True,2121.9,0,2078,1379,2158,102.6,-6.24,2228,3248,968,128,4
samples/ebl/K.4003/lines/K.4003__obverse__L21.jpg,K.4003__obverse,K.4003,NA,obverse,21,27,22,True,2194.4,0,2158,1406,2222,102.6,-6.24,2228,3248,968,128,4
samples/ebl/K.4003/lines/K.4003__obverse__L22.jpg,K.4003__obverse,K.4003,NA,obverse,22,27,23,True,2249.8,704,2222,1040,2290,102.6,-6.24,2228,3248,968,128,2
samples/ebl/K.4003/lines/K.4003__obverse__L23.jpg,K.4003__obverse,K.4003,NA,obverse,23,27,24,True,2331.3,0,2290,903,2412,102.6,-6.24,2228,3248,968,128,3
samples/ebl/K.4003/lines/K.4003__obverse__L24.jpg,K.4003__obverse,K.4003,NA,obverse,24,27,25,True,2494.0,0,2412,919,2562,102.6,-6.24,2228,3248,968,128,6
samples/ebl/K.4003/lines/K.4003__obverse__L25.jpg,K.4003__obverse,K.4003,NA,obverse,25,27,26,True,2630.3,380,2562,598,2677,102.6,-6.24,2228,3248,968,128,1
samples/ebl/K.4003/lines/K.4003__obverse__L26.jpg,K.4003__obverse,K.4003,NA,obverse,26,27,27,True,2724.4,137,2677,864,2799,102.6,-6.24,2228,3248,968,128,2
samples/ebl/K.4003/lines/K.4003__obverse__L27.jpg,K.4003__obverse,K.4003,NA,obverse,27,27,28,True,2845.4,233,2799,451,2897,102.6,-6.24,2228,3248,968,128,1
samples/ebl/K.4003/lines/K.4003__reverse__L01.jpg,K.4003__reverse,K.4003,NA,reverse,1,20,1',True,289.5,363,183,851,351,124.1,-7.65,2194,3166,991,4417,3
samples/ebl/K.4003/lines/K.4003__reverse__L02.jpg,K.4003__reverse,K.4003,NA,reverse,2,20,2',True,413.3,551,351,1301,488,124.1,-7.65,2194,3166,991,4417,2
samples/ebl/K.4003/lines/K.4003__reverse__L03.jpg,K.4003__reverse,K.4003,NA,reverse,3,20,3',True,563.6,374,488,1531,621,124.1,-7.65,2194,3166,991,4417,8
samples/ebl/K.4003/lines/K.4003__reverse__L04.jpg,K.4003__reverse,K.4003,NA,reverse,4,20,4',True,679.5,639,621,1691,737,124.1,-7.65,2194,3166,991,4417,4
samples/ebl/K.4003/lines/K.4003__reverse__L05.jpg,K.4003__reverse,K.4003,NA,reverse,5,20,5',True,795.4,286,737,1522,861,124.1,-7.65,2194,3166,991,4417,5
samples/ebl/K.4003/lines/K.4003__reverse__L06.jpg,K.4003__reverse,K.4003,NA,reverse,6,20,6',True,927.0,141,861,1864,985,124.1,-7.65,2194,3166,991,4417,5
samples/ebl/K.4003/lines/K.4003__reverse__L07.jpg,K.4003__reverse,K.4003,NA,reverse,7,20,7',True,1043.7,35,985,1775,1105,124.1,-7.65,2194,3166,991,4417,6
samples/ebl/K.4003/lines/K.4003__reverse__L08.jpg,K.4003__reverse,K.4003,NA,reverse,8,20,8',True,1167.5,247,1105,1627,1224,124.1,-7.65,2194,3166,991,4417,11
samples/ebl/K.4003/lines/K.4003__reverse__L09.jpg,K.4003__reverse,K.4003,NA,reverse,9,20,9',True,1281.3,625,1224,1524,1391,124.1,-7.65,2194,3166,991,4417,6
samples/ebl/K.4003/lines/K.4003__reverse__L10.jpg,K.4003__reverse,K.4003,NA,reverse,10,20,10',True,1474.1,0,1391,238,1523,124.1,-7.65,2194,3166,991,4417,1
samples/ebl/K.4003/lines/K.4003__reverse__L11.jpg,K.4003__reverse,K.4003,NA,reverse,11,20,11',True,1573.2,0,1523,1042,1636,124.1,-7.65,2194,3166,991,4417,6
samples/ebl/K.4003/lines/K.4003__reverse__L12.jpg,K.4003__reverse,K.4003,NA,reverse,12,20,12',True,1700.2,211,1636,688,1756,124.1,-7.65,2194,3166,991,4417,2
samples/ebl/K.4003/lines/K.4003__reverse__L13.jpg,K.4003__reverse,K.4003,NA,reverse,13,20,13',True,1812.7,0,1756,1474,1882,124.1,-7.65,2194,3166,991,4417,6
samples/ebl/K.4003/lines/K.4003__reverse__L14.jpg,K.4003__reverse,K.4003,NA,reverse,14,20,14',True,1952.2,0,1882,2121,2028,124.1,-7.65,2194,3166,991,4417,9
samples/ebl/K.4003/lines/K.4003__reverse__L15.jpg,K.4003__reverse,K.4003,NA,reverse,15,20,15',True,2105.5,73,2028,2158,2130,124.1,-7.65,2194,3166,991,4417,7
samples/ebl/K.4003/lines/K.4003__reverse__L16.jpg,K.4003__reverse,K.4003,NA,reverse,16,20,16',True,2156.2,258,2130,2129,2218,124.1,-7.65,2194,3166,991,4417,8
samples/ebl/K.4003/lines/K.4003__reverse__L17.jpg,K.4003__reverse,K.4003,NA,reverse,17,20,19',True,2280.3,0,2218,2158,2342,124.1,-7.65,2194,3166,991,4417,0
samples/ebl/K.4003/lines/K.4003__reverse__L18.jpg,K.4003__reverse,K.4003,NA,reverse,18,20,20',True,2404.4,0,2342,2158,2466,124.1,-7.65,2194,3166,991,4417,0
samples/ebl/K.4003/lines/K.4003__reverse__L19.jpg,K.4003__reverse,K.4003,NA,reverse,19,20,21',True,2528.5,0,2466,2158,2590,124.1,-7.65,2194,3166,991,4417,0
samples/ebl/K.4003/lines/K.4003__reverse__L20.jpg,K.4003__reverse,K.4003,NA,reverse,20,20,22',True,2652.6,0,2590,1957,2747,124.1,-7.65,2194,3166,991,4417,11
samples/ebl/K.6201/lines/K.6201__obverse__L01.jpg,K.6201__obverse,K.6201,NA,obverse,1,18,1,True,216.4,385,164,1357,246,63.4,-0.8,1724,1322,923,269,6
samples/ebl/K.6201/lines/K.6201__obverse__L02.jpg,K.6201__obverse,K.6201,NA,obverse,2,18,2,True,276.6,170,246,1348,305,63.4,-0.8,1724,1322,923,269,6
samples/ebl/K.6201/lines/K.6201__obverse__L03.jpg,K.6201__obverse,K.6201,NA,obverse,3,18,3,True,334.6,270,305,1523,364,63.4,-0.8,1724,1322,923,269,11
samples/ebl/K.6201/lines/K.6201__obverse__L04.jpg,K.6201__obverse,K.6201,NA,obverse,4,18,4,True,394.6,245,364,1390,425,63.4,-0.8,1724,1322,923,269,8
samples/ebl/K.6201/lines/K.6201__obverse__L05.jpg,K.6201__obverse,K.6201,NA,obverse,5,18,5,True,455.6,512,425,1577,491,63.4,-0.8,1724,1322,923,269,9
samples/ebl/K.6201/lines/K.6201__obverse__L06.jpg,K.6201__obverse,K.6201,NA,obverse,6,18,6,True,526.4,393,491,1193,556,63.4,-0.8,1724,1322,923,269,8
samples/ebl/K.6201/lines/K.6201__obverse__L07.jpg,K.6201__obverse,K.6201,NA,obverse,7,18,7,True,586.3,493,556,1673,616,63.4,-0.8,1724,1322,923,269,8
samples/ebl/K.6201/lines/K.6201__obverse__L08.jpg,K.6201__obverse,K.6201,NA,obverse,8,18,8,True,645.8,764,616,1650,677,63.4,-0.8,1724,1322,923,269,6
samples/ebl/K.6201/lines/K.6201__obverse__L09.jpg,K.6201__obverse,K.6201,NA,obverse,9,18,9,True,708.3,514,677,1475,741,63.4,-0.8,1724,1322,923,269,7
samples/ebl/K.6201/lines/K.6201__obverse__L10.jpg,K.6201__obverse,K.6201,NA,obverse,10,18,10,True,774.9,435,741,1179,807,63.4,-0.8,1724,1322,923,269,6
samples/ebl/K.6201/lines/K.6201__obverse__L11.jpg,K.6201__obverse,K.6201,NA,obverse,11,18,11,True,839.2,644,807,1640,872,63.4,-0.8,1724,1322,923,269,7
samples/ebl/K.6201/lines/K.6201__obverse__L12.jpg,K.6201__obverse,K.6201,NA,obverse,12,18,12,True,905.2,966,872,1099,938,63.4,-0.8,1724,1322,923,269,1
samples/ebl/K.6201/lines/K.6201__obverse__L13.jpg,K.6201__obverse,K.6201,NA,obverse,13,18,13,True,972.0,696,938,1436,1007,63.4,-0.8,1724,1322,923,269,6
samples/ebl/K.6201/lines/K.6201__obverse__L14.jpg,K.6201__obverse,K.6201,NA,obverse,14,18,14,True,1042.2,797,1007,1493,1075,63.4,-0.8,1724,1322,923,269,6
