face_id,split,status,line_no,y_face_deskewed,skew_deg,src
P359232_reverse,test,done,2,414.0,0.5,start
P359232_reverse,test,done,3,600.6,0.5,manual
P359232_reverse,test,done,4,843.2,0.5,manual
P359262_reverse,tune,done,1,191.0,-3,manual
P359262_reverse,tune,done,2,308.7,-3,manual
P359262_reverse,tune,done,3,431.0,-3,manual
P359262_reverse,tune,done,4,593.0,-3,start
P359262_reverse,tune,done,5,707.0,-3,manual
P359262_reverse,tune,done,6,853.7,-3,manual
P359266_obverse,tune,done,1,5.9,-3,manual
P359266_obverse,tune,done,2,206.3,-3,manual
P359266_obverse,tune,done,3,361.9,-3,manual
P359266_obverse,tune,done,4,531.0,-3,start
P359266_obverse,tune,done,5,670.0,-3,start
P359266_obverse,tune,done,6,817.1,-3,start
P359266_obverse,tune,done,7,961.1,-3,start
P359272_reverse,tune,done,1,51.0,-7.5,manual
P359272_reverse,tune,done,2,105.0,-7.5,manual
P359272_reverse,tune,done,3,170.3,-7.5,manual
P359272_reverse,tune,done,4,223.0,-7.5,manual
P359272_reverse,tune,done,5,301.0,-7.5,manual
P359272_reverse,tune,done,6,358.0,-7.5,manual
P359272_reverse,tune,done,7,436.0,-7.5,manual
P359272_reverse,tune,done,8,519.0,-7.5,start
P359272_reverse,tune,done,9,585.0,-7.5,start
P359272_reverse,tune,done,10,650.0,-7.5,start
P359272_reverse,tune,done,11,709.0,-7.5,manual
P359272_reverse,tune,done,12,782.0,-7.5,manual
P359272_reverse,tune,done,13,850.0,-7.5,manual
P359288_reverse,test,done,1,0.2,-5,manual
P359288_reverse,test,done,2,96.9,-5,manual
P359288_reverse,test,done,3,201.0,-5,manual
P359288_reverse,test,done,4,314.5,-5,manual
P359288_reverse,test,done,5,395.8,-5,manual
P359288_reverse,test,done,6,508.2,-5,manual
P359288_reverse,test,done,7,607.9,-5,manual
P359288_reverse,test,done,8,737.9,-5,manual
P359288_reverse,test,done,9,823.2,-5,manual
P359288_reverse,test,done,10,924.2,-5,manual
P359288_reverse,test,done,11,1020.9,-5,manual
P359288_reverse,test,done,12,1133.2,-5,manual
P359309_obverse,test,done,1,90.3,8.5,manual
P359309_obverse,test,done,2,164.3,8.5,manual
P359314_obverse,tune,done,1,218.6,-8,manual
P359314_obverse,tune,done,2,321.8,-8,manual
P359314_obverse,tune,done,3,402.3,-8,manual
P359314_obverse,tune,done,4,491.3,-8,manual
P359314_obverse,tune,done,5,582.8,-8,manual
P359314_obverse,tune,done,6,660.2,-8,manual
P359314_obverse,tune,done,7,750.7,-8,manual
P359314_obverse,tune,done,8,829.8,-8,manual
P359314_obverse,tune,done,9,912.3,-8,manual
P359314_obverse,tune,done,10,992.2,-8,manual
P359314_obverse,tune,done,11,1070.8,-8,manual
P359318_reverse,test,done,1,776.0,13.5,start
P359344_reverse,tune,done,1,106.3,-13,manual
P359344_reverse,tune,done,2,232.3,-13,manual
P359355_obverse,test,done,1,6.0,-6,start
P359355_obverse,test,done,2,45.0,-6,start
P359355_obverse,test,done,3,84.0,-6,start
P359355_obverse,test,done,4,123.0,-6,start
P359355_obverse,test,done,5,161.0,-6,start
P359355_obverse,test,done,6,199.0,-6,start
P359381_obverse,test,done,1,112.3,-4.5,manual
P359381_obverse,test,done,2,235.0,-4.5,start
P359381_obverse,test,done,3,350.0,-4.5,start
P359381_obverse,test,done,4,465.0,-4.5,start
P359381_obverse,test,done,5,583.0,-4.5,start
P359381_obverse,test,done,6,699.0,-4.5,start
P359381_obverse,test,done,7,802.0,-4.5,manual
P359381_obverse,test,done,8,927.0,-4.5,start
P359381_obverse,test,done,9,1038.0,-4.5,start
P359389_obverse,tune,done,1,12.0,13.5,start
P359389_obverse,tune,done,2,47.0,13.5,start
P359389_obverse,tune,done,3,83.0,13.5,start
P359389_obverse,tune,done,4,120.0,13.5,start
P359389_obverse,tune,done,5,157.0,13.5,start
P359389_obverse,tune,done,6,193.0,13.5,start
P359939_obverse,test,done,1,90.9,-8.5,manual
P359939_obverse,test,done,2,168.6,-8.5,manual
P359939_obverse,test,done,3,270.0,-8.5,manual
P359939_obverse,test,done,4,324.9,-8.5,manual
P359939_obverse,test,done,5,425.6,-8.5,manual
P359939_obverse,test,done,6,552.1,-8.5,manual
P359939_obverse,test,done,7,699.2,-8.5,manual
P359939_obverse,test,done,8,821.7,-8.5,manual
P359939_obverse,test,done,9,937.1,-8.5,manual
P359939_obverse,test,done,10,1067.2,-8.5,manual
P359946_obverse,tune,done,1,80.3,0,manual
P359946_obverse,tune,done,2,163.3,0,manual
P359947_obverse,tune,done,1,65.3,-13,manual
P359947_obverse,tune,done,2,125.3,-13,manual
P359947_obverse,tune,done,3,181.3,-13,manual
P359949_reverse,tune,done,1,39.7,-4.5,manual
P359949_reverse,tune,done,2,228.5,-4.5,manual
P359949_reverse,tune,done,3,393.7,-4.5,manual
P359949_reverse,tune,done,4,562.9,-4.5,manual
P359949_reverse,tune,done,5,695.3,-4.5,manual
P359949_reverse,tune,done,6,851.3,-4.5,manual
P360778_reverse,tune,done,1,48.0,-6.5,manual
P360778_reverse,tune,done,2,85.0,-6.5,manual
P360778_reverse,tune,done,3,125.0,-6.5,start
P360778_reverse,tune,done,4,170.0,-6.5,start
P360778_reverse,tune,done,5,216.0,-6.5,start
P360778_reverse,tune,done,6,261.0,-6.5,start
P360778_reverse,tune,done,7,303.0,-6.5,start
P360778_reverse,tune,done,8,342.0,-6.5,start
P360778_reverse,tune,done,9,387.0,-6.5,start
P360849_reverse,test,done,1,33.0,-1,manual
P360849_reverse,test,done,2,100.0,-1,start
P360985_reverse,tune,done,1,0.0,-6,manual
P360985_reverse,tune,done,2,39.0,-6,start
P360985_reverse,tune,done,3,107.0,-6,manual
P360985_reverse,tune,done,4,171.0,-6,manual
P360985_reverse,tune,done,5,219.0,-6,start
P360985_reverse,tune,done,6,282.0,-6,start
P360985_reverse,tune,done,7,333.0,-6,manual
P360985_reverse,tune,done,8,380.0,-6,manual
P360985_reverse,tune,done,9,424.0,-6,manual
P360999_obverse,tune,done,1,31.0,-5,start
P360999_obverse,tune,done,2,84.0,-5,start
P360999_obverse,tune,done,3,136.0,-5,start
P360999_obverse,tune,done,4,190.0,-5,start
P360999_obverse,tune,done,5,244.0,-5,start
P360999_obverse,tune,done,6,308.0,-5,manual
P360999_obverse,tune,done,7,351.0,-5,start
P360999_obverse,tune,done,8,406.0,-5,start
P360999_obverse,tune,done,9,459.0,-5,start
P360999_obverse,tune,done,10,513.0,-5,start
P360999_obverse,tune,done,11,570.0,-5,start
P360999_obverse,tune,done,12,624.0,-5,start
P360999_obverse,tune,done,13,677.0,-5,start
P360999_obverse,tune,done,14,742.0,-5,manual
P360999_obverse,tune,done,15,789.0,-5,manual
P360999_obverse,tune,done,16,850.0,-5,manual
P361045_obverse,test,done,1,2.0,-7.5,manual
P361045_obverse,test,done,2,76.0,-7.5,start
P361045_obverse,test,done,3,130.0,-7.5,start
P361045_obverse,test,done,4,183.0,-7.5,start
P361045_obverse,test,done,5,237.0,-7.5,start
P361045_obverse,test,done,6,290.0,-7.5,start
P361045_obverse,test,done,7,345.0,-7.5,start
P361045_obverse,test,done,8,404.0,-7.5,start
P361045_obverse,test,done,9,460.0,-7.5,start
P361045_obverse,test,done,10,514.0,-7.5,start
P361045_obverse,test,done,11,565.0,-7.5,start
P361045_obverse,test,done,12,616.0,-7.5,start
P361045_obverse,test,done,13,663.0,-7.5,start
P361057_obverse,tune,done,1,7.0,-4,start
P361057_obverse,tune,done,2,86.0,-4,start
P361057_obverse,tune,done,3,162.0,-4,start
P361057_obverse,tune,done,4,236.0,-4,start
P361121_obverse,test,done,1,77.3,1.5,manual
P361121_obverse,test,done,2,136.3,1.5,manual
P361121_obverse,test,done,3,220.3,1.5,manual
P361121_obverse,test,done,4,300.3,1.5,manual
P361121_obverse,test,done,5,372.3,1.5,manual
P361121_obverse,test,done,6,432.3,1.5,manual
P361127_obverse,tune,done,1,23.9,-3,manual
P361127_obverse,tune,done,2,126.0,-3,manual
P361127_obverse,tune,done,3,218.2,-3,manual
P361127_obverse,tune,done,4,330.1,-3,start
P361127_obverse,tune,done,5,437.8,-3,start
P361127_obverse,tune,done,6,539.9,-3,start
P361127_obverse,tune,done,7,647.3,-3,manual
P361127_obverse,tune,done,8,763.0,-3,manual
P361127_obverse,tune,done,9,864.2,-3,manual
P361127_obverse,tune,done,10,997.2,-3,start
P361127_obverse,tune,done,11,1102.6,-3,manual
P361127_obverse,tune,done,12,1223.6,-3,manual
P361127_obverse,tune,done,13,1351.3,-3,start
P361127_obverse,tune,done,14,1443.6,-3,start
P361127_obverse,tune,done,15,1555.8,-3,manual
P361127_obverse,tune,done,16,1663.7,-3,manual
P361149_obverse,test,done,1,7.0,-6.5,manual
P361149_obverse,test,done,2,116.9,-6.5,manual
P361149_obverse,test,done,3,227.2,-6.5,manual
P361149_obverse,test,done,4,343.4,-6.5,manual
P361149_obverse,test,done,5,431.4,-6.5,manual
P361149_obverse,test,done,6,533.9,-6.5,manual
P361149_obverse,test,done,7,653.3,-6.5,manual
P361149_obverse,test,done,8,749.7,-6.5,manual
P361149_obverse,test,done,9,865.0,-6.5,start
P361171_reverse,test,done,1,91.4,-3.5,manual
P361171_reverse,test,done,2,168.7,-3.5,manual
P361171_reverse,test,done,3,247.5,-3.5,manual
P361171_reverse,test,done,4,325.0,-3.5,start
P361171_reverse,test,done,5,388.7,-3.5,manual
P361171_reverse,test,done,6,467.1,-3.5,manual
P361171_reverse,test,done,7,542.0,-3.5,start
P361171_reverse,test,done,8,603.5,-3.5,manual
P361171_reverse,test,done,9,681.5,-3.5,manual
P361171_reverse,test,done,10,752.0,-3.5,start
P361171_reverse,test,done,11,810.9,-3.5,manual
P361171_reverse,test,done,12,877.6,-3.5,manual
P361171_reverse,test,done,13,963.0,-3.5,start
P361171_reverse,test,done,14,1016.0,-3.5,start
P361171_reverse,test,done,15,1089.4,-3.5,manual
P361171_reverse,test,done,16,1158.1,-3.5,manual
P361178_obverse,tune,done,1,51.0,0,start
P361178_obverse,tune,done,2,153.0,0,manual
P361178_obverse,tune,done,3,256.0,0,start
P361178_obverse,tune,done,4,374.0,0,start
P361178_obverse,tune,done,5,470.0,0,start
P361178_obverse,tune,done,6,577.0,0,start
P361193_obverse,test,done,1,202.0,-6,manual
P361193_obverse,test,done,2,345.3,-6,manual
P361193_obverse,test,done,3,481.0,-6,start
P361193_obverse,test,done,4,627.0,-6,start
P361193_obverse,test,done,5,774.0,-6,start
P361193_obverse,test,done,6,917.0,-6,start
P361193_obverse,test,done,7,1058.0,-6,start
P361193_obverse,test,done,8,1196.0,-6,start
P361193_obverse,test,done,9,1333.0,-6,start
P361609_obverse,test,done,1,24.3,-5,manual
P361609_obverse,test,done,2,144.4,-5,manual
P361609_obverse,test,done,3,246.3,-5,manual
P361609_obverse,test,done,4,337.5,-5,manual
P361609_obverse,test,done,5,442.0,-5,manual
P361609_obverse,test,done,6,545.2,-5,manual
P361609_obverse,test,done,7,651.4,-5,manual
P361609_obverse,test,done,8,758.6,-5,manual
P361609_obverse,test,done,9,884.0,-5,start
P361610_obverse,tune,done,1,395.7,0,manual
P361610_obverse,tune,done,2,523.0,0,start
P361610_obverse,tune,done,3,625.4,0,start
P361610_obverse,tune,done,4,728.8,0,start
P361610_obverse,tune,done,5,824.9,0,start
P361610_obverse,tune,done,6,924.2,0,start
P361610_obverse,tune,done,7,1024.4,0,start
P361610_obverse,tune,done,8,1117.5,0,start
P361610_obverse,tune,done,9,1213.6,0,start
P361610_obverse,tune,done,10,1309.8,0,start
P361610_obverse,tune,done,11,1406.9,0,start
P361610_obverse,tune,done,12,1492.8,0,manual
P361610_obverse,tune,done,13,1553.6,0,manual
P390559_obverse,test,done,1,59.0,-5.5,start
P390559_obverse,test,done,2,108.0,-5.5,start
P390559_obverse,test,done,3,157.0,-5.5,start
P390559_obverse,test,done,4,200.0,-5.5,manual
P390559_obverse,test,done,5,264.0,-5.5,manual
P390559_obverse,test,done,6,326.0,-5.5,manual
P390559_obverse,test,done,7,393.0,-5.5,start
P390559_obverse,test,done,8,443.0,-5.5,start
P390559_obverse,test,done,9,497.0,-5.5,start
P390559_obverse,test,done,10,556.0,-5.5,manual
P390564_obverse,tune,done,1,5.0,-9.5,manual
P390564_obverse,tune,done,2,58.0,-9.5,manual
P390564_obverse,tune,done,3,109.0,-9.5,manual
P390564_obverse,tune,done,4,164.0,-9.5,manual
P390564_obverse,tune,done,5,222.0,-9.5,start
P390564_obverse,tune,done,6,274.0,-9.5,start
P390564_obverse,tune,done,7,324.0,-9.5,start
P390564_obverse,tune,done,8,371.0,-9.5,start
P390564_obverse,tune,done,9,421.0,-9.5,start
P390564_obverse,tune,done,10,473.0,-9.5,start
P390564_obverse,tune,done,11,525.0,-9.5,start
P390564_obverse,tune,done,12,578.0,-9.5,start
P390564_obverse,tune,done,13,630.0,-9.5,start
P390564_obverse,tune,done,14,680.0,-9.5,start
P390564_obverse,tune,done,15,728.0,-9.5,start
P390564_obverse,tune,done,16,782.0,-9.5,start
P390564_obverse,tune,done,17,832.0,-9.5,manual
P393096_obverse,test,draft,1,31.0,-11,manual
P393096_obverse,test,draft,2,86.3,-11,manual
P393096_obverse,test,draft,3,134.0,-11,manual
P393096_obverse,test,draft,4,181.0,-11,manual
P393096_obverse,test,draft,5,216.3,-11,manual
P393096_obverse,test,draft,6,249.0,-11,start
P393096_obverse,test,draft,7,320.0,-11,start
P393096_obverse,test,draft,8,390.0,-11,start
P393106_obverse,tune,done,1,58.0,-5.5,manual
P393106_obverse,tune,done,2,123.0,-5.5,manual
P393106_obverse,tune,done,3,186.0,-5.5,manual
P393106_obverse,tune,done,4,254.0,-5.5,manual
P393106_obverse,tune,done,5,322.0,-5.5,manual
P393106_obverse,tune,done,6,390.0,-5.5,manual
P393106_obverse,tune,done,7,453.0,-5.5,manual
P393106_obverse,tune,done,8,525.0,-5.5,start
P405519_reverse,tune,done,1,18.0,-6,manual
P405519_reverse,tune,done,2,64.0,-6,manual
P405519_reverse,tune,done,3,99.0,-6,manual
P405519_reverse,tune,done,4,128.0,-6,manual
P405519_reverse,tune,done,5,155.0,-6,start
